#,id,house_type,house_floor,house_direction,house_area,house_structure,transaction_type,transaction_time,house_decoration,is_elevator,house_year,house_loc,house_position,u_price,t_price,detail_url,green_rate
97,76,3室2厅1厨2卫,低楼层 (共20层),南,151.72,平层,挂牌,2024-11-04,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,92144,1398,https://sh.lianjia.com/ershoufang/107111249553.htm,0.35
98,77,5室3厅2厨5卫,低楼层 (共2层),南,620.15,复式,挂牌,2024-09-27,精装,无,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,53213,3300,https://sh.lianjia.com/ershoufang/107110915786.htm,0.35
99,78,4室2厅1厨3卫,低楼层 (共20层),南 北,214.33,平层,挂牌,2024-03-16,精装,有,2012,仁恒森兰雅苑(一期),浦东 高行 中环至外环,102646,2200,https://sh.lianjia.com/ershoufang/107109271722.htm,0.35
100,79,4室2厅1厨4卫,低楼层 (共20层),南,214.32,平层,挂牌,2024-05-17,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,83427,1788,https://sh.lianjia.com/ershoufang/107109753159.htm,0.35
101,80,5室3厅1厨5卫,低楼层 (共2层),南,426,复式,挂牌,2024-10-30,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,79343,3380,https://sh.lianjia.com/ershoufang/107111203616.htm,0.35
102,81,2室2厅1厨1卫,低楼层 (共20层),南,91.41,平层,挂牌,2023-06-15,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,98458,900,https://sh.lianjia.com/ershoufang/107107355851.htm,0.35
103,82,4室2厅1厨2卫,中楼层 (共20层),南,208.12,平层,挂牌,2024-11-29,精装,有,2012,仁恒森兰雅苑(一期),浦东 高行 中环至外环,94177,1960,https://sh.lianjia.com/ershoufang/107111460877.htm,0.35
104,83,5室2厅1厨4卫,低楼层 (共2层),南,557.7,复式,挂牌,2024-10-31,精装,无,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,71724,4000,https://sh.lianjia.com/ershoufang/107111216954.htm,0.35
105,84,4室2厅1厨2卫,高楼层 (共14层),南,184.85,平层,挂牌,2024-06-29,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,93482,1728,https://sh.lianjia.com/ershoufang/107110115121.htm,0.35
106,85,4室3厅1厨4卫,低楼层 (共14层),南 北,334.34,复式,挂牌,2023-11-18,精装,有,2012,仁恒森兰雅苑(一期),浦东 高行 中环至外环,86380,2888,https://sh.lianjia.com/ershoufang/107108514463.htm,0.35
107,86,5室3厅1厨4卫,高楼层 (共20层),南,315.24,复式,挂牌,2024-12-12,精装,有,2013,仁恒森兰雅苑(一期),浦东 高行 中环至外环,88822,2800,https://sh.lianjia.com/ershoufang/107111577089.htm,0.35
108,1,3室2厅1厨2卫,中楼层（共12层）,南,132.87,平层,成交,2025-01-09,精装,有,2015,绿城上海御园,兰谷路2775号,100851,1340,https://sh.lianjia.com/chengjiao/107111379261.html,35%
109,2,3室2厅1厨2卫,高楼层（共12层）,南,133.37,平层,成交,2024-12-25,精装,有,2015,绿城上海御园,兰谷路2775号,99723,1330,https://sh.lianjia.com/chengjiao/107110885285.html,35%
